ID,Name,Manufacturer,Type,Form,Therapy_Area,Pack_Size,Price_INR,Price_Category,Purchase_Channel,Is_Discontinued,Short_Composition1,Short_Composition2,State_Market,Units_2022,Units_2023,Units_2024,YoY_Growth_2023_vs_2022,YoY_Growth_2024_vs_2023,Avg_Annual_Growth_2022_24,Revenue_2022,Revenue_2023,Revenue_2024,Age_Group,Gender
MED0768,Cipla-DER-649,Cipla,Allopathy,Injection,Dermatology,15,1323.09,High,Pharmacy Store,Yes,Cetirizine,Vitamin D3,Gujarat,11849,12171,13983,2.72%,14.89%,8.81%,15677293.41,16103328.39,18500767.47,31-50 (Middle Age),Other
MED0769,Glenmark-GAS-105,Glenmark,Homeopathy,Tablet,Gastrointestinal,60,798.56,Medium,Hospital,Yes,Atorvastatin,Magnesium,Punjab,12322,14097,15458,14.41%,9.66%,12.04%,9839856.32,11257300.32,12344140.48,0-12 (Child),Female
MED0770,Dr.-CAR-798,Dr. Reddy's,Allopathy,Tablet,Cardiac,30,1273.91,High,Hospital,Yes,Paracetamol,Clavulanic Acid,West Bengal,23924,27184,28265,13.63%,3.98%,8.81%,30477022.84,34629969.44,36007066.15,31-50 (Middle Age),Female
MED0771,Aurobindo-RES-843,Aurobindo Pharma,Allopathy,Syrup,Respiratory,15,1995.27,High,Hospital,Yes,Metformin,Caffeine,Kerala,14993,16178,18361,7.91%,13.49%,10.70%,29915083.11,32279478.06,36635152.47,31-50 (Middle Age),Female
MED0772,Zydus-GAS-299,Zydus Lifesciences,Allopathy,Capsule,Gastrointestinal,10,1924.11,High,Hospital,No,Paracetamol,Sulphate,Uttar Pradesh,16170,18028,20131,11.50%,11.67%,11.59%,31112858.7,34687855.08,38734258.41,31-50 (Middle Age),Male
MED0773,Glenmark-DER-673,Glenmark,Allopathy,Inhaler,Dermatology,10,1242.98,High,Hospital,No,Metformin,None,Rajasthan,21192,24153,27085,13.97%,12.14%,13.06%,26341232.16,30021695.94,33666113.3,31-50 (Middle Age),Male
MED0774,Glenmark-GAS-234,Glenmark,Allopathy,Inhaler,Gastrointestinal,60,551.84,Medium,Pharmacy Store,No,Azithromycin,Hydrochloride,Uttar Pradesh,7119,7770,8660,9.15%,11.46%,10.31%,3928548.96,4287796.8,4778934.4,13-30 (Young Adult),Male
MED0775,Biocon-ANT-645,Biocon,Allopathy,Syrup,Anti-infective,10,1706.33,High,Pharmacy Store,No,Aspirin,Folic Acid,Kerala,14884,16880,17893,13.42%,6.00%,9.71%,25397015.72,28802850.4,30531362.69,51+ (Senior),Female
MED0776,Sun-CAR-414,Sun Pharma,Allopathy,Capsule,Cardiac,15,1476.11,High,Pharmacy Store,Yes,Omeprazole,Hydrochloride,Uttar Pradesh,25678,27184,30889,5.87%,13.63%,9.75%,37903552.58,40126574.24,45595561.79,31-50 (Middle Age),Male
MED0777,Lupin-RES-544,Lupin,Allopathy,Syrup,Respiratory,100,283.66,Medium,Pharmacy Store,Yes,Metformin,Zinc,Karnataka,13374,15224,15661,13.84%,2.87%,8.36%,3793668.84,4318439.84,4442399.26,51+ (Senior),Female
MED0778,Sun-DER-178,Sun Pharma,Allopathy,Ointment,Dermatology,100,1304.02,High,Hospital,Yes,Metformin,None,Telangana,25528,27387,29288,7.28%,6.94%,7.11%,33289022.56,35713195.74,38192137.76,51+ (Senior),Male
MED0779,Mankind-CAR-281,Mankind Pharma,Allopathy,Inhaler,Cardiac,20,213.83,Medium,Online,Yes,Paracetamol,None,Tamil Nadu,23259,24052,27501,3.41%,14.34%,8.88%,4973471.97,5143039.16,5880538.83,0-12 (Child),Female
MED0780,Mankind-CAR-231,Mankind Pharma,Ayurveda,Inhaler,Cardiac,10,546.92,Medium,Pharmacy Store,No,Insulin,Zinc,Maharashtra,22550,25709,28739,14.01%,11.79%,12.90%,12333046,14060766.28,15717933.88,13-30 (Young Adult),Female
MED0781,Abbott-CAR-310,Abbott India,Allopathy,Capsule,Cardiac,10,1926.86,High,Online,No,Levocetirizine,Hydrochloride,West Bengal,8974,9615,10177,7.14%,5.85%,6.50%,17291641.64,18526758.9,19609654.22,31-50 (Middle Age),Male
MED0782,Torrent-ANT-171,Torrent Pharma,Allopathy,Tablet,Anti-infective,30,67.37,Low,Hospital,No,Atorvastatin,Vitamin D3,Gujarat,13250,14149,14900,6.79%,5.31%,6.05%,892652.5,953218.13,1003813,0-12 (Child),Male
MED0783,Alkem-ANT-407,Alkem Labs,Homeopathy,Syrup,Anti-diabetic,30,423.37,Medium,Pharmacy Store,Yes,Aspirin,Vitamin D3,Rajasthan,14595,16021,16852,9.77%,5.19%,7.48%,6179085.15,6782810.77,7134631.24,31-50 (Middle Age),Female
MED0784,Divis-ANT-139,Divis Labs,Allopathy,Injection,Anti-diabetic,15,499.93,Medium,Hospital,No,Levocetirizine,Calcium,Telangana,21582,22191,23608,2.83%,6.39%,4.61%,10789489.26,11093946.63,11802347.44,13-30 (Young Adult),Male
MED0785,Cipla-ANT-761,Cipla,Homeopathy,Ointment,Anti-diabetic,60,1721.6,High,Online,Yes,Paracetamol,Hydrochloride,Telangana,27744,29804,32745,7.43%,9.87%,8.65%,47764070.4,51310566.4,56373792,13-30 (Young Adult),Female
MED0786,Aurobindo-CNS-341,Aurobindo Pharma,Allopathy,Injection,CNS,60,142.17,Low,Pharmacy Store,Yes,Amoxicillin,Zinc,Telangana,23941,25114,27016,4.90%,7.57%,6.24%,3403691.97,3570457.38,3840864.72,0-12 (Child),Female
MED0787,Alkem-ANT-547,Alkem Labs,Allopathy,Tablet,Anti-diabetic,15,1576.81,High,Hospital,Yes,Metformin,Calcium,Maharashtra,18983,19414,21907,2.27%,12.84%,7.56%,29932584.23,30612189.34,34543176.67,31-50 (Middle Age),Male
MED0788,Biocon-VIT-665,Biocon,Ayurveda,Syrup,Vitamins,100,1567.62,High,Pharmacy Store,Yes,Azithromycin,Hydrochloride,Uttar Pradesh,21624,23087,23587,6.77%,2.17%,4.47%,33898214.88,36191642.94,36975452.94,13-30 (Young Adult),Female
MED0789,Biocon-RES-109,Biocon,Allopathy,Capsule,Respiratory,15,652.66,Medium,Pharmacy Store,No,Paracetamol,Folic Acid,Gujarat,8623,9836,10043,14.07%,2.11%,8.09%,5627887.18,6419563.76,6554664.38,51+ (Senior),Male
MED0790,Cipla-ANT-318,Cipla,Allopathy,Ointment,Anti-diabetic,30,1644.69,High,Hospital,Yes,Atorvastatin,Caffeine,Karnataka,7778,8834,9458,13.58%,7.07%,10.33%,12792398.82,14529191.46,15555478.02,51+ (Senior),Male
MED0791,Cipla-CAR-935,Cipla,Allopathy,Syrup,Cardiac,15,1655.32,High,Pharmacy Store,Yes,Amoxicillin,Clavulanic Acid,Rajasthan,25684,28476,30272,10.87%,6.31%,8.59%,42515238.88,47136892.32,50109847.04,51+ (Senior),Male
MED0792,Sun-CAR-428,Sun Pharma,Allopathy,Syrup,Cardiac,15,84.34,Low,Online,No,Aspirin,Clavulanic Acid,Gujarat,26455,29071,29963,9.89%,3.07%,6.48%,2231214.7,2451848.14,2527079.42,51+ (Senior),Female
MED0793,Sun-ANT-254,Sun Pharma,Allopathy,Capsule,Anti-diabetic,20,293.54,Medium,Pharmacy Store,No,Amoxicillin,None,Tamil Nadu,13328,15213,16758,14.15%,10.16%,12.16%,3912301.12,4465624.02,4919143.32,31-50 (Middle Age),Female
MED0794,Alkem-DER-453,Alkem Labs,Allopathy,Inhaler,Dermatology,100,1919.38,High,Pharmacy Store,Yes,Amoxicillin,Folic Acid,West Bengal,19223,21929,23509,14.08%,7.21%,10.65%,36896241.74,42090084.02,45122704.42,31-50 (Middle Age),Male
MED0795,Mankind-VIT-285,Mankind Pharma,Ayurveda,Inhaler,Vitamins,15,1875.62,High,Hospital,No,Paracetamol,Hydrochloride,Kerala,12017,12610,13565,4.94%,7.58%,6.26%,22539325.54,23651568.2,25442785.3,31-50 (Middle Age),Male
MED0796,Divis-DER-324,Divis Labs,Allopathy,Injection,Dermatology,60,355.47,Medium,Hospital,No,Cetirizine,Sulphate,Kerala,15384,15914,17481,3.45%,9.85%,6.65%,5468550.48,5656949.58,6213971.07,0-12 (Child),Male
MED0797,Mankind-ANT-517,Mankind Pharma,Allopathy,Capsule,Anti-diabetic,100,1711.64,High,Pharmacy Store,Yes,Amoxicillin,Vitamin D3,Maharashtra,9181,9368,10174,2.04%,8.61%,5.33%,15714566.84,16034643.52,17414225.36,31-50 (Middle Age),Female
MED0798,Lupin-RES-837,Lupin,Allopathy,Syrup,Respiratory,30,1288.14,High,Hospital,No,Amoxicillin,Clavulanic Acid,Karnataka,26563,29573,30226,11.33%,2.21%,6.77%,34216862.82,38094164.22,38935319.64,13-30 (Young Adult),Female
MED0799,Zydus-CAR-877,Zydus Lifesciences,Allopathy,Capsule,Cardiac,15,713.53,Medium,Online,No,Cetirizine,Zinc,Gujarat,7418,7967,8971,7.40%,12.61%,10.01%,5292965.54,5684693.51,6401077.63,0-12 (Child),Male
MED0800,Dr.-ANT-109,Dr. Reddy's,Allopathy,Capsule,Anti-infective,30,737.17,Medium,Pharmacy Store,Yes,Paracetamol,None,Kerala,21776,23320,23994,7.09%,2.89%,4.99%,16052613.92,17190804.4,17687656.98,13-30 (Young Adult),Male
MED0801,Alkem-CAR-235,Alkem Labs,Allopathy,Capsule,Cardiac,30,161.91,Low,Pharmacy Store,No,Amoxicillin,Sulphate,Punjab,14941,16218,18578,8.55%,14.56%,11.56%,2419097.31,2625856.38,3007963.98,51+ (Senior),Female
MED0802,Dr.-VIT-364,Dr. Reddy's,Allopathy,Tablet,Vitamins,20,1943.79,High,Pharmacy Store,Yes,Amoxicillin,Clavulanic Acid,Gujarat,26224,28415,29324,8.36%,3.20%,5.78%,50973948.96,55232792.85,56999697.96,31-50 (Middle Age),Male
MED0803,Alkem-CAR-823,Alkem Labs,Allopathy,Tablet,Cardiac,10,1336.2,High,Pharmacy Store,No,Omeprazole,Caffeine,Telangana,19952,22737,24282,13.96%,6.80%,10.38%,26659862.4,30381179.4,32445608.4,51+ (Senior),Female
MED0804,Mankind-ANT-821,Mankind Pharma,Allopathy,Syrup,Anti-infective,60,1535.13,High,Pharmacy Store,No,Metformin,Calcium,Karnataka,6758,7276,7853,7.68%,7.93%,7.81%,10374408.54,11169605.88,12055375.89,51+ (Senior),Female
MED0805,Mankind-ANT-210,Mankind Pharma,Allopathy,Capsule,Anti-infective,30,1000.33,High,Pharmacy Store,Yes,Paracetamol,None,Maharashtra,5262,5970,6301,13.46%,5.55%,9.51%,5263736.46,5971970.1,6303079.33,51+ (Senior),Female
MED0806,Glenmark-VIT-302,Glenmark,Allopathy,Inhaler,Vitamins,100,1068.99,High,Hospital,No,Aspirin,Calcium,Telangana,8626,9776,10686,13.34%,9.31%,11.33%,9221107.74,10450446.24,11423227.14,13-30 (Young Adult),Male
MED0807,Alkem-GAS-561,Alkem Labs,Allopathy,Syrup,Gastrointestinal,10,1366.09,High,Hospital,Yes,Azithromycin,Folic Acid,Karnataka,16008,16748,19027,4.63%,13.61%,9.12%,21868368.72,22879275.32,25992594.43,51+ (Senior),Male
MED0808,Divis-ANT-463,Divis Labs,Allopathy,Capsule,Anti-diabetic,10,1169.08,High,Hospital,No,Levocetirizine,None,Maharashtra,7772,8687,9136,11.77%,5.17%,8.47%,9086089.76,10155797.96,10680714.88,51+ (Senior),Female
MED0809,Biocon-CAR-478,Biocon,Allopathy,Tablet,Cardiac,60,1244.05,High,Hospital,Yes,Azithromycin,Folic Acid,Telangana,21218,22339,24374,5.28%,9.11%,7.20%,26396252.9,27790832.95,30322474.7,13-30 (Young Adult),Male
MED0810,Mankind-CAR-488,Mankind Pharma,Allopathy,Ointment,Cardiac,15,1043.67,High,Pharmacy Store,Yes,Metformin,Clavulanic Acid,Karnataka,22123,24140,26936,9.12%,11.58%,10.35%,23089111.41,25194193.8,28112295.12,31-50 (Middle Age),Male
MED0811,Zydus-GAS-186,Zydus Lifesciences,Allopathy,Inhaler,Gastrointestinal,30,1150.23,High,Pharmacy Store,Yes,Aspirin,Hydrochloride,Kerala,15268,16850,17426,10.37%,3.42%,6.90%,17561711.64,19381375.5,20043907.98,0-12 (Child),Female
MED0812,Zydus-CAR-809,Zydus Lifesciences,Allopathy,Injection,Cardiac,100,706.29,Medium,Hospital,No,Metformin,Vitamin D3,Rajasthan,23249,25973,29735,11.72%,14.49%,13.11%,16420536.21,18344470.17,21001533.15,0-12 (Child),Male
MED0813,Zydus-RES-735,Zydus Lifesciences,Allopathy,Tablet,Respiratory,100,153.9,Low,Pharmacy Store,No,Paracetamol,Vitamin D3,Rajasthan,19354,20485,23487,5.85%,14.66%,10.26%,2978580.6,3152641.5,3614649.3,51+ (Senior),Female
MED0814,Biocon-ANT-920,Biocon,Allopathy,Inhaler,Anti-diabetic,15,1465.73,High,Hospital,Yes,Atorvastatin,Sulphate,Tamil Nadu,15764,16669,17872,5.74%,7.22%,6.48%,23105767.72,24432253.37,26195526.56,51+ (Senior),Female
MED0815,Zydus-ANT-458,Zydus Lifesciences,Allopathy,Ointment,Anti-diabetic,20,1998.27,High,Hospital,No,Azithromycin,Caffeine,Uttar Pradesh,17112,19273,19870,12.63%,3.10%,7.87%,34194396.24,38512657.71,39705624.9,0-12 (Child),Male
MED0816,Sun-ANT-897,Sun Pharma,Allopathy,Inhaler,Anti-infective,20,1996.07,High,Pharmacy Store,No,Omeprazole,None,Maharashtra,19062,21717,23279,13.93%,7.20%,10.57%,38049086.34,43348652.19,46466513.53,0-12 (Child),Female
MED0817,Lupin-CAR-749,Lupin,Allopathy,Tablet,Cardiac,60,1100.73,High,Pharmacy Store,Yes,Metformin,Vitamin D3,Gujarat,5954,6207,6693,4.25%,7.84%,6.05%,6553746.42,6832231.11,7367185.89,0-12 (Child),Female
MED0818,Dr.-DER-646,Dr. Reddy's,Allopathy,Syrup,Dermatology,15,1629.01,High,Hospital,No,Atorvastatin,None,Karnataka,20214,23019,26162,13.88%,13.66%,13.77%,32928808.14,37498181.19,42618159.62,51+ (Senior),Female
MED0819,Zydus-VIT-696,Zydus Lifesciences,Allopathy,Syrup,Vitamins,30,854.03,High,Pharmacy Store,No,Atorvastatin,Hydrochloride,Telangana,17139,19239,21087,12.26%,9.61%,10.94%,14637220.17,16430683.17,18008930.61,13-30 (Young Adult),Male
MED0820,Aurobindo-CAR-953,Aurobindo Pharma,Allopathy,Syrup,Cardiac,10,753.86,Medium,Hospital,Yes,Amoxicillin,None,Maharashtra,29588,33690,34640,13.87%,2.82%,8.35%,22305209.68,25397543.4,26113710.4,0-12 (Child),Male
MED0821,Torrent-GAS-593,Torrent Pharma,Allopathy,Ointment,Gastrointestinal,10,109.76,Low,Pharmacy Store,Yes,Omeprazole,Clavulanic Acid,Karnataka,25903,29307,33135,13.14%,13.06%,13.10%,2843113.28,3216736.32,3636897.6,31-50 (Middle Age),Female
MED0822,Divis-CAR-362,Divis Labs,Ayurveda,Inhaler,Cardiac,60,1299.75,High,Pharmacy Store,Yes,Cetirizine,Hydrochloride,Maharashtra,27330,27963,29300,2.32%,4.78%,3.55%,35522167.5,36344909.25,38082675,31-50 (Middle Age),Male
MED0823,Torrent-GAS-613,Torrent Pharma,Allopathy,Syrup,Gastrointestinal,15,1035.49,High,Hospital,No,Metformin,Magnesium,Punjab,17711,18165,19323,2.57%,6.38%,4.48%,18339563.39,18809675.85,20008773.27,13-30 (Young Adult),Male
MED0824,Cipla-CAR-582,Cipla,Allopathy,Syrup,Cardiac,30,1150.26,High,Hospital,Yes,Omeprazole,Vitamin D3,Kerala,22956,26032,28333,13.40%,8.84%,11.12%,26405368.56,29943568.32,32590316.58,0-12 (Child),Female
MED0825,Glenmark-ANT-610,Glenmark,Allopathy,Syrup,Anti-infective,30,619.74,Medium,Hospital,Yes,Levocetirizine,Hydrochloride,West Bengal,5600,6383,6753,13.99%,5.80%,9.90%,3470544,3955800.42,4185104.22,31-50 (Middle Age),Female
MED0826,Mankind-ANT-295,Mankind Pharma,Allopathy,Tablet,Anti-infective,100,1339.49,High,Online,No,Cetirizine,Hydrochloride,Punjab,19049,21421,23321,12.45%,8.87%,10.66%,25515945.01,28693215.29,31238246.29,13-30 (Young Adult),Female
MED0827,Lupin-CAR-424,Lupin,Homeopathy,Ointment,Cardiac,60,584.18,Medium,Pharmacy Store,No,Atorvastatin,Zinc,West Bengal,13070,14868,16356,13.76%,10.01%,11.89%,7635232.6,8685588.24,9554848.08,13-30 (Young Adult),Female
MED0828,Sun-ANT-538,Sun Pharma,Allopathy,Injection,Anti-diabetic,30,766.66,Medium,Hospital,Yes,Metformin,Folic Acid,Punjab,6389,7197,7501,12.65%,4.23%,8.44%,4898190.74,5517652.02,5750716.66,31-50 (Middle Age),Female
MED0829,Mankind-VIT-498,Mankind Pharma,Allopathy,Tablet,Vitamins,30,1769.17,High,Online,No,Paracetamol,Folic Acid,Kerala,6337,6979,7710,10.14%,10.48%,10.31%,11211230.29,12347037.43,13640300.7,13-30 (Young Adult),Male
MED0830,Dr.-ANT-307,Dr. Reddy's,Allopathy,Tablet,Anti-diabetic,10,166.73,Low,Online,No,Cetirizine,Zinc,Punjab,25861,29194,32373,12.89%,10.89%,11.89%,4311804.53,4867515.62,5397550.29,51+ (Senior),Male
MED0831,Divis-CAR-800,Divis Labs,Allopathy,Capsule,Cardiac,100,892.75,High,Online,No,Metformin,Folic Acid,Punjab,6070,6532,7147,7.62%,9.42%,8.52%,5418992.5,5831443,6380484.25,13-30 (Young Adult),Male
MED0832,Aurobindo-DER-924,Aurobindo Pharma,Ayurveda,Tablet,Dermatology,100,70.98,Low,Pharmacy Store,No,Azithromycin,Vitamin D3,Rajasthan,12351,14154,15219,14.61%,7.53%,11.07%,876673.98,1004650.92,1080244.62,51+ (Senior),Male
MED0833,Divis-CAR-296,Divis Labs,Allopathy,Ointment,Cardiac,30,1894.97,High,Hospital,Yes,Insulin,Calcium,Punjab,28994,30288,34502,4.47%,13.91%,9.19%,54942760.18,57394851.36,65380254.94,31-50 (Middle Age),Female
MED0834,Zydus-GAS-826,Zydus Lifesciences,Allopathy,Tablet,Gastrointestinal,100,1460.03,High,Hospital,Yes,Paracetamol,Caffeine,Gujarat,22771,25603,27294,12.44%,6.61%,9.53%,33246343.13,37381148.09,39850058.82,31-50 (Middle Age),Female
MED0835,Cipla-CAR-584,Cipla,Allopathy,Syrup,Cardiac,30,1093.87,High,Online,Yes,Aspirin,Hydrochloride,West Bengal,17735,18091,19745,2.01%,9.15%,5.58%,19399784.45,19789202.17,21598463.15,31-50 (Middle Age),Female
MED0836,Zydus-ANT-233,Zydus Lifesciences,Allopathy,Injection,Anti-diabetic,60,1500.89,High,Hospital,Yes,Amoxicillin,Calcium,Telangana,29745,30769,34021,3.44%,10.57%,7.01%,44643973.05,46180884.41,51061778.69,0-12 (Child),Male
MED0837,Divis-ANT-346,Divis Labs,Allopathy,Syrup,Anti-diabetic,30,1289.94,High,Pharmacy Store,Yes,Insulin,Vitamin D3,Tamil Nadu,27313,29644,30657,8.54%,3.42%,5.98%,35232131.22,38238981.36,39545690.58,31-50 (Middle Age),Female
MED0838,Divis-CAR-959,Divis Labs,Homeopathy,Tablet,Cardiac,100,333.89,Medium,Pharmacy Store,No,Atorvastatin,Caffeine,Rajasthan,27757,29763,32792,7.23%,10.18%,8.71%,9267784.73,9937568.07,10948920.88,0-12 (Child),Male
MED0839,Lupin-ANT-509,Lupin,Allopathy,Injection,Anti-diabetic,100,1459.66,High,Hospital,No,Aspirin,Hydrochloride,Gujarat,22246,24065,25033,8.18%,4.02%,6.10%,32471596.36,35126717.9,36539668.78,13-30 (Young Adult),Male
MED0840,Divis-VIT-555,Divis Labs,Allopathy,Inhaler,Vitamins,10,180.45,Low,Pharmacy Store,Yes,Levocetirizine,Hydrochloride,Punjab,6376,7293,7751,14.38%,6.29%,10.34%,1150549.2,1316021.85,1398667.95,51+ (Senior),Female
MED0841,Sun-RES-942,Sun Pharma,Allopathy,Ointment,Respiratory,15,973.29,High,Pharmacy Store,Yes,Cetirizine,Vitamin D3,Maharashtra,11112,12502,13234,12.51%,5.86%,9.19%,10815198.48,12168071.58,12880519.86,51+ (Senior),Male
MED0842,Dr.-VIT-781,Dr. Reddy's,Allopathy,Injection,Vitamins,60,226.59,Medium,Online,No,Levocetirizine,Sulphate,Rajasthan,29158,29925,33627,2.63%,12.37%,7.50%,6606911.22,6780705.75,7619541.93,13-30 (Young Adult),Female
MED0843,Mankind-CAR-449,Mankind Pharma,Allopathy,Tablet,Cardiac,10,1928.87,High,Pharmacy Store,Yes,Atorvastatin,None,Tamil Nadu,9924,10289,11386,3.68%,10.67%,7.18%,19142105.88,19846143.43,21962113.82,13-30 (Young Adult),Male
MED0844,Lupin-RES-176,Lupin,Allopathy,Ointment,Respiratory,20,431.33,Medium,Pharmacy Store,No,Atorvastatin,Clavulanic Acid,Maharashtra,9369,9617,10233,2.65%,6.41%,4.53%,4041130.77,4148100.61,4413799.89,13-30 (Young Adult),Male
MED0845,Torrent-ANT-564,Torrent Pharma,Allopathy,Tablet,Anti-diabetic,20,1525.82,High,Pharmacy Store,Yes,Atorvastatin,Sulphate,Telangana,18341,20779,23569,13.29%,13.43%,13.36%,27985064.62,31705013.78,35962051.58,31-50 (Middle Age),Male
MED0846,Cipla-CAR-389,Cipla,Ayurveda,Tablet,Cardiac,30,1953.12,High,Pharmacy Store,No,Amoxicillin,Hydrochloride,Tamil Nadu,9260,9889,11343,6.80%,14.71%,10.76%,18085891.2,19314403.68,22154240.16,51+ (Senior),Female
MED0847,Alkem-CAR-692,Alkem Labs,Allopathy,Tablet,Cardiac,30,1834.45,High,Pharmacy Store,No,Levocetirizine,Zinc,Punjab,7917,8654,8965,9.32%,3.60%,6.46%,14523340.65,15875330.3,16445844.25,13-30 (Young Adult),Female
MED0848,Abbott-RES-985,Abbott India,Allopathy,Syrup,Respiratory,60,891.9,High,Pharmacy Store,Yes,Atorvastatin,None,Gujarat,12556,13147,13566,4.71%,3.19%,3.95%,11198696.4,11725809.3,12099515.4,0-12 (Child),Female
MED0849,Aurobindo-GAS-158,Aurobindo Pharma,Allopathy,Ointment,Gastrointestinal,100,1621.31,High,Pharmacy Store,Yes,Levocetirizine,None,Rajasthan,14193,14674,16824,3.39%,14.65%,9.02%,23011252.83,23791102.94,27276919.44,51+ (Senior),Male
MED0850,Lupin-DER-961,Lupin,Allopathy,Ointment,Dermatology,30,1434.25,High,Pharmacy Store,No,Amoxicillin,Folic Acid,Tamil Nadu,11046,12454,13653,12.75%,9.64%,11.20%,15842725.5,17862149.5,19581815.25,51+ (Senior),Male
MED0851,Divis-CAR-507,Divis Labs,Allopathy,Ointment,Cardiac,20,163.82,Low,Pharmacy Store,No,Omeprazole,Caffeine,Maharashtra,10962,11305,12615,3.13%,11.59%,7.36%,1795794.84,1851985.1,2066589.3,31-50 (Middle Age),Male
MED0852,Divis-ANT-774,Divis Labs,Allopathy,Capsule,Anti-diabetic,100,600.11,Medium,Pharmacy Store,No,Omeprazole,Calcium,Gujarat,19424,20727,22592,6.71%,9.00%,7.86%,11656536.64,12438479.97,13557685.12,13-30 (Young Adult),Male
MED0853,Glenmark-RES-831,Glenmark,Allopathy,Inhaler,Respiratory,100,1893.31,High,Online,Yes,Omeprazole,Magnesium,Uttar Pradesh,15675,16165,16707,3.13%,3.35%,3.24%,29677634.25,30605356.15,31631530.17,13-30 (Young Adult),Male
MED0854,Dr.-CNS-936,Dr. Reddy's,Allopathy,Ointment,CNS,100,1586.62,High,Online,Yes,Amoxicillin,Calcium,Maharashtra,14655,15713,17558,7.22%,11.75%,9.49%,23251916.1,24930560.06,27857873.96,0-12 (Child),Male
MED0855,Sun-GAS-169,Sun Pharma,Allopathy,Capsule,Gastrointestinal,10,1934.87,High,Online,Yes,Amoxicillin,Vitamin D3,Rajasthan,29907,33563,35054,12.22%,4.44%,8.33%,57866157.09,64940041.81,67824932.98,31-50 (Middle Age),Female
MED0856,Biocon-ANT-897,Biocon,Allopathy,Injection,Anti-diabetic,100,993.3,High,Pharmacy Store,Yes,Cetirizine,Zinc,Tamil Nadu,27462,29925,31706,8.97%,5.95%,7.46%,27278004.6,29724502.5,31493569.8,51+ (Senior),Female
MED0857,Lupin-CAR-327,Lupin,Allopathy,Ointment,Cardiac,60,352.93,Medium,Hospital,No,Insulin,Zinc,Maharashtra,17908,20312,20895,13.43%,2.87%,8.15%,6320270.44,7168714.16,7374472.35,31-50 (Middle Age),Male
MED0858,Abbott-ANT-995,Abbott India,Allopathy,Inhaler,Anti-infective,100,1192.53,High,Pharmacy Store,Yes,Omeprazole,Magnesium,West Bengal,16974,18708,20213,10.22%,8.05%,9.14%,20242004.22,22309851.24,24104608.89,31-50 (Middle Age),Female
MED0859,Abbott-CAR-153,Abbott India,Homeopathy,Inhaler,Cardiac,60,1480.98,High,Pharmacy Store,Yes,Levocetirizine,Magnesium,Rajasthan,15068,16067,17712,6.63%,10.24%,8.44%,22315406.64,23794905.66,26231117.76,31-50 (Middle Age),Male
MED0860,Abbott-VIT-197,Abbott India,Allopathy,Syrup,Vitamins,100,459.22,Medium,Pharmacy Store,Yes,Azithromycin,Sulphate,Gujarat,28242,32296,35761,14.36%,10.73%,12.55%,12969291.24,14830969.12,16422166.42,0-12 (Child),Male
MED0861,Lupin-CNS-830,Lupin,Allopathy,Syrup,CNS,15,777.49,Medium,Hospital,Yes,Aspirin,Hydrochloride,Karnataka,24314,26895,28024,10.62%,4.20%,7.41%,18903891.86,20910593.55,21788379.76,13-30 (Young Adult),Female
MED0862,Abbott-GAS-131,Abbott India,Allopathy,Inhaler,Gastrointestinal,100,599.71,Medium,Pharmacy Store,Yes,Insulin,Clavulanic Acid,Maharashtra,27911,29543,33332,5.85%,12.83%,9.34%,16738505.81,17717232.53,19989533.72,0-12 (Child),Male
MED0863,Alkem-CNS-915,Alkem Labs,Allopathy,Injection,CNS,100,1412.35,High,Online,No,Levocetirizine,None,Kerala,14667,15370,16731,4.79%,8.86%,6.83%,20714937.45,21707819.5,23630027.85,51+ (Senior),Male
MED0864,Alkem-RES-881,Alkem Labs,Ayurveda,Injection,Respiratory,10,1518.15,High,Hospital,Yes,Atorvastatin,Clavulanic Acid,Gujarat,8583,9667,10769,12.63%,11.41%,12.02%,13030281.45,14675956.05,16348957.35,31-50 (Middle Age),Male
MED0865,Aurobindo-CAR-110,Aurobindo Pharma,Allopathy,Capsule,Cardiac,15,654.86,Medium,Online,No,Cetirizine,Magnesium,Telangana,9353,9801,10100,4.79%,3.05%,3.92%,6124905.58,6418282.86,6614086,31-50 (Middle Age),Male
MED0866,Lupin-RES-808,Lupin,Allopathy,Inhaler,Respiratory,60,1623.26,High,Pharmacy Store,No,Aspirin,Folic Acid,Kerala,11125,12220,13866,9.85%,13.47%,11.66%,18058767.5,19836237.2,22508123.16,31-50 (Middle Age),Female
MED0867,Lupin-CNS-129,Lupin,Allopathy,Tablet,CNS,10,78.09,Low,Pharmacy Store,No,Aspirin,Calcium,Gujarat,17956,18334,20754,2.11%,13.20%,7.66%,1402184.04,1431702.06,1620679.86,31-50 (Middle Age),Female
MED0868,Lupin-GAS-281,Lupin,Allopathy,Inhaler,Gastrointestinal,60,269.46,Medium,Pharmacy Store,No,Insulin,Zinc,Karnataka,13547,14144,14697,4.41%,3.91%,4.16%,3650374.62,3811242.24,3960253.62,31-50 (Middle Age),Male
MED0869,Mankind-ANT-924,Mankind Pharma,Allopathy,Inhaler,Anti-infective,100,373.1,Medium,Online,No,Levocetirizine,None,Uttar Pradesh,6668,7327,7772,9.89%,6.08%,7.99%,2487830.8,2733703.7,2899733.2,51+ (Senior),Male
