ID,Name,Manufacturer,Type,Form,Therapy_Area,Pack_Size,Price_INR,Is_Discontinued,Short_Composition1,Short_Composition2,State_Market,Zone,Urban_Rural,Age_Group,Gender,Prescription_Type,Purchase_Channel,Insurance_Covered,Market_Share_%,Customer_Rating,Return_Rate_%,Units_2022,Units_2023,Units_2024,YoY_Growth_2023_vs_2022,YoY_Growth_2024_vs_2023,Avg_Annual_Growth_2022_24,Revenue_2022,Revenue_2023,Revenue_2024
MED0809,Zydus-GAS-280,Zydus Lifesciences,Allopathy,Injection,Gastrointestinal,30,1457.4,Yes,Aspirin,Caffeine,Uttar Pradesh,North,Rural,13-30 (Young Adult),Male,RX (Prescription),Hospital,Yes,3.38,3.8,2.37,25003,25612,26245,0.0244,0.0247,0.0245,36439372.2,37326928.8,38249463.0
MED0810,Biocon-ANT-581,Biocon,Ayurveda,Capsule,Anti-diabetic,10,576.69,Yes,Paracetamol,Caffeine,Punjab,North,Semi-Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,4.79,3.2,1.25,19098,19842,22725,0.039,0.1453,0.0908,11013625.62,11442682.98,13105280.25
MED0811,Aurobindo-ANT-175,Aurobindo Pharma,Allopathy,Injection,Anti-infective,20,1395.14,No,Aspirin,Hydrochloride,Punjab,North,Urban,0-12 (Child),Female,RX (Prescription),Pharmacy Store,No,0.18,4.3,2.27,21347,24043,25805,0.1263,0.0733,0.0995,29782053.58,33543351.02,36001587.7
MED0812,Sun-CNS-472,Sun Pharma,Allopathy,Tablet,CNS,20,410.25,Yes,Atorvastatin,Zinc,Uttar Pradesh,North,Rural,0-12 (Child),Male,RX (Prescription),Hospital,No,3.06,4.7,1.75,19640,21848,24087,0.1124,0.1025,0.1074,8057310.0,8963142.0,9881691.75
MED0813,Divis-DER-601,Divis Labs,Allopathy,Inhaler,Dermatology,30,874.71,Yes,Insulin,Caffeine,Gujarat,West,Urban,51+ (Senior),Female,RX (Prescription),Pharmacy Store,Yes,3.25,3.1,0.33,29539,30923,34259,0.0469,0.1079,0.0769,25838058.69,27048657.33,29966689.89
MED0814,Aurobindo-GAS-796,Aurobindo Pharma,Allopathy,Tablet,Gastrointestinal,20,1211.98,No,Aspirin,Folic Acid,Punjab,North,Rural,51+ (Senior),Female,RX (Prescription),Hospital,Yes,3.57,4.6,0.02,16184,17969,19637,0.1103,0.0929,0.1015,19614684.32,21778068.62,23799651.26
MED0815,Glenmark-GAS-249,Glenmark,Allopathy,Syrup,Gastrointestinal,30,1559.59,Yes,Omeprazole,Hydrochloride,Tamil Nadu,South,Semi-Urban,0-12 (Child),Male,RX (Prescription),Hospital,No,2.32,3.9,0.86,21623,22188,24945,0.0261,0.1243,0.0741,33723014.57,34604182.92,38903972.55
MED0816,Mankind-GAS-181,Mankind Pharma,Allopathy,Syrup,Gastrointestinal,20,439.76,Yes,Omeprazole,Magnesium,Karnataka,South,Urban,0-12 (Child),Female,OTC (Over the Counter),Pharmacy Store,No,3.72,4.1,0.98,24966,25830,28991,0.0346,0.1224,0.0776,10979048.16,11359000.8,12749082.16
MED0817,Biocon-CAR-976,Biocon,Homeopathy,Capsule,Cardiac,10,1925.95,No,Aspirin,Hydrochloride,Telangana,South,Urban,0-12 (Child),Female,RX (Prescription),Pharmacy Store,Yes,0.34,4.8,0.49,13193,14333,16142,0.0865,0.1262,0.1061,25409058.35,27604641.35,31088684.9
MED0818,Cipla-DER-574,Cipla,Allopathy,Inhaler,Dermatology,60,1088.95,No,Atorvastatin,Hydrochloride,Karnataka,South,Urban,51+ (Senior),Female,RX (Prescription),Hospital,No,2.16,3.1,0.14,15105,16983,18566,0.1243,0.0932,0.1087,16448589.75,18493637.85,20217445.7
MED0819,Alkem-ANT-551,Alkem Labs,Allopathy,Syrup,Anti-infective,15,1840.69,Yes,Paracetamol,Caffeine,Rajasthan,North,Rural,13-30 (Young Adult),Male,RX (Prescription),Pharmacy Store,Yes,1.48,4.0,1.3,6715,7608,8320,0.1331,0.0936,0.1131,12360233.35,14003969.52,15314540.8
MED0820,Aurobindo-VIT-209,Aurobindo Pharma,Allopathy,Inhaler,Vitamins,10,1155.15,Yes,Paracetamol,Clavulanic Acid,Kerala,South,Semi-Urban,0-12 (Child),Male,RX (Prescription),Hospital,No,4.46,4.7,1.68,13955,14310,16294,0.0255,0.1387,0.0806,16120118.25,16530196.5,18822014.1
MED0821,Torrent-RES-679,Torrent Pharma,Homeopathy,Syrup,Respiratory,15,842.99,Yes,Azithromycin,Sulphate,Kerala,South,Urban,31-50 (Middle Age),Female,OTC (Over the Counter),Pharmacy Store,No,0.65,4.2,2.66,8891,9549,9896,0.074,0.0364,0.055,7495024.09,8049711.51,8342229.04
MED0822,Zydus-ANT-664,Zydus Lifesciences,Allopathy,Syrup,Anti-diabetic,60,837.85,No,Atorvastatin,Hydrochloride,Gujarat,West,Urban,31-50 (Middle Age),Male,OTC (Over the Counter),Pharmacy Store,Yes,4.63,4.4,1.34,23554,25894,29712,0.0994,0.1475,0.1231,19734718.9,21695287.9,24894199.2
MED0823,Torrent-VIT-508,Torrent Pharma,Allopathy,Tablet,Vitamins,60,1313.99,Yes,Omeprazole,Hydrochloride,Rajasthan,North,Urban,13-30 (Young Adult),Male,RX (Prescription),Hospital,No,3.15,4.7,0.7,22230,23871,27337,0.0739,0.1452,0.1089,29209997.7,31366255.29,35920544.63
MED0824,Aurobindo-ANT-274,Aurobindo Pharma,Allopathy,Tablet,Anti-diabetic,60,1689.23,No,Omeprazole,None,Kerala,South,Semi-Urban,0-12 (Child),Female,RX (Prescription),Hospital,No,3.46,4.0,1.97,19892,22498,23708,0.131,0.0538,0.0917,33602163.16,38004296.54,40048264.84
MED0825,Dr.-RES-135,Dr. Reddy's,Allopathy,Ointment,Respiratory,10,1440.39,Yes,Atorvastatin,Calcium,Punjab,North,Rural,31-50 (Middle Age),Female,RX (Prescription),Hospital,No,3.01,3.4,2.89,5720,6551,7130,0.1454,0.0885,0.1165,8239030.8,9435994.89,10269980.7
MED0826,Mankind-VIT-593,Mankind Pharma,Allopathy,Syrup,Vitamins,20,575.56,No,Metformin,Caffeine,West Bengal,East,Urban,13-30 (Young Adult),Female,OTC (Over the Counter),Online,No,3.66,4.4,2.91,20156,21371,22364,0.0603,0.0465,0.0533,11600987.36,12300292.76,12871823.84
MED0827,Torrent-CNS-664,Torrent Pharma,Homeopathy,Injection,CNS,20,534.64,No,Cetirizine,Caffeine,Punjab,North,Urban,13-30 (Young Adult),Female,RX (Prescription),Pharmacy Store,No,2.75,3.4,1.4,12330,12629,13397,0.0243,0.0608,0.0424,6592111.2,6751968.56,7162572.08
MED0828,Glenmark-ANT-779,Glenmark,Allopathy,Syrup,Anti-diabetic,60,1365.66,Yes,Azithromycin,None,Uttar Pradesh,North,Urban,31-50 (Middle Age),Female,OTC (Over the Counter),Hospital,No,1.46,3.7,2.25,28509,30367,31826,0.0652,0.0481,0.0566,38933600.94,41470997.22,43463495.16
MED0829,Abbott-CAR-143,Abbott India,Allopathy,Capsule,Cardiac,10,1202.81,Yes,Amoxicillin,Zinc,Kerala,South,Urban,13-30 (Young Adult),Male,RX (Prescription),Online,No,0.71,4.7,2.27,15068,16333,17335,0.084,0.0613,0.0726,18123941.08,19645495.73,20850711.35
MED0830,Dr.-ANT-384,Dr. Reddy's,Allopathy,Inhaler,Anti-diabetic,15,222.29,Yes,Azithromycin,Folic Acid,Uttar Pradesh,North,Urban,51+ (Senior),Male,RX (Prescription),Online,Yes,4.81,4.6,1.99,5207,5800,6577,0.114,0.134,0.1239,1157464.03,1289282.0,1462001.33
MED0831,Alkem-RES-875,Alkem Labs,Allopathy,Capsule,Respiratory,60,175.94,No,Omeprazole,Folic Acid,Uttar Pradesh,North,Semi-Urban,13-30 (Young Adult),Male,OTC (Over the Counter),Online,No,2.86,4.6,1.48,11939,12967,14389,0.0861,0.1097,0.0978,2100547.66,2281413.98,2531600.66
MED0832,Torrent-DER-617,Torrent Pharma,Allopathy,Injection,Dermatology,20,402.46,No,Levocetirizine,Caffeine,Tamil Nadu,South,Semi-Urban,51+ (Senior),Male,OTC (Over the Counter),Pharmacy Store,Yes,4.68,4.1,2.74,20875,22801,24539,0.0923,0.0763,0.0842,8401352.5,9176490.46,9875965.94
MED0833,Sun-CAR-250,Sun Pharma,Allopathy,Ointment,Cardiac,60,1468.72,Yes,Insulin,Vitamin D3,Rajasthan,North,Urban,31-50 (Middle Age),Female,RX (Prescription),Hospital,Yes,2.52,3.8,2.29,8957,10015,10616,0.1182,0.06,0.0887,13155325.04,14709230.8,15591931.52
MED0834,Dr.-CAR-169,Dr. Reddy's,Allopathy,Tablet,Cardiac,15,1733.35,Yes,Atorvastatin,Clavulanic Acid,Tamil Nadu,South,Urban,31-50 (Middle Age),Female,RX (Prescription),Hospital,No,4.17,4.7,0.72,21122,23746,26498,0.1242,0.1159,0.1201,36611818.7,41160129.1,45930308.3
MED0835,Divis-CAR-958,Divis Labs,Ayurveda,Tablet,Cardiac,100,1617.06,Yes,Insulin,None,Rajasthan,North,Rural,31-50 (Middle Age),Female,OTC (Over the Counter),Online,No,0.75,3.2,0.32,10314,10940,12135,0.0607,0.1092,0.0847,16678356.84,17690636.4,19623023.1
MED0836,Zydus-VIT-252,Zydus Lifesciences,Allopathy,Injection,Vitamins,15,1188.88,No,Cetirizine,Zinc,Maharashtra,West,Semi-Urban,0-12 (Child),Male,OTC (Over the Counter),Hospital,No,1.01,3.0,0.24,5013,5468,6083,0.0909,0.1125,0.1016,5959855.44,6500795.84,7231957.04
MED0837,Cipla-RES-993,Cipla,Allopathy,Injection,Respiratory,60,984.52,Yes,Aspirin,Magnesium,Telangana,South,Rural,31-50 (Middle Age),Female,RX (Prescription),Pharmacy Store,Yes,0.91,3.9,3.0,19139,21267,23995,0.1112,0.1283,0.1197,18842728.28,20937786.84,23623557.4
MED0838,Alkem-GAS-165,Alkem Labs,Allopathy,Syrup,Gastrointestinal,15,460.13,Yes,Azithromycin,Calcium,Uttar Pradesh,North,Urban,0-12 (Child),Male,RX (Prescription),Pharmacy Store,No,0.11,4.9,0.35,20158,20983,22779,0.041,0.0856,0.063,9275300.54,9654907.79,10481301.27
MED0839,Lupin-RES-585,Lupin,Allopathy,Capsule,Respiratory,15,790.0,Yes,Aspirin,Sulphate,West Bengal,East,Semi-Urban,13-30 (Young Adult),Male,OTC (Over the Counter),Hospital,No,0.49,4.1,2.64,8454,8767,9873,0.0371,0.1262,0.0807,6678660.0,6925930.0,7799670.0
MED0840,Torrent-ANT-342,Torrent Pharma,Allopathy,Inhaler,Anti-infective,10,467.01,Yes,Insulin,Hydrochloride,Maharashtra,West,Urban,51+ (Senior),Female,RX (Prescription),Pharmacy Store,Yes,0.54,3.0,0.08,19621,22141,25443,0.1285,0.1492,0.1387,9163203.21,10340068.41,11882135.43
MED0841,Cipla-GAS-630,Cipla,Allopathy,Inhaler,Gastrointestinal,15,1174.33,Yes,Atorvastatin,Hydrochloride,Uttar Pradesh,North,Urban,51+ (Senior),Male,RX (Prescription),Pharmacy Store,No,1.28,4.3,1.77,22056,23129,23768,0.0487,0.0276,0.0381,25901022.48,27161078.57,27911475.44
MED0842,Aurobindo-ANT-799,Aurobindo Pharma,Allopathy,Tablet,Anti-infective,60,1838.01,Yes,Omeprazole,Vitamin D3,Karnataka,South,Urban,13-30 (Young Adult),Female,RX (Prescription),Online,No,1.57,4.1,2.01,8471,9002,9975,0.0627,0.1081,0.0851,15569782.71,16545766.02,18334149.75
MED0843,Abbott-VIT-254,Abbott India,Allopathy,Injection,Vitamins,100,94.18,No,Amoxicillin,Calcium,Uttar Pradesh,North,Semi-Urban,13-30 (Young Adult),Male,RX (Prescription),Pharmacy Store,Yes,0.71,4.3,1.75,26778,27806,29093,0.0384,0.0463,0.0423,2521952.04,2618769.08,2739978.74
MED0844,Biocon-CAR-985,Biocon,Ayurveda,Ointment,Cardiac,30,738.62,Yes,Azithromycin,Sulphate,Uttar Pradesh,North,Rural,13-30 (Young Adult),Male,RX (Prescription),Pharmacy Store,No,0.58,3.1,1.89,27997,30820,33749,0.1009,0.0951,0.0979,20679144.14,22764268.4,24927686.38
MED0845,Lupin-CNS-952,Lupin,Allopathy,Inhaler,CNS,60,1302.08,Yes,Aspirin,Folic Acid,West Bengal,East,Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,Yes,4.9,4.5,2.83,7953,8886,9809,0.1173,0.1039,0.1106,10355442.24,11570282.88,12772102.72
MED0846,Glenmark-GAS-151,Glenmark,Allopathy,Capsule,Gastrointestinal,20,859.83,Yes,Cetirizine,Folic Acid,Tamil Nadu,South,Rural,51+ (Senior),Female,RX (Prescription),Pharmacy Store,No,2.79,4.9,0.59,10036,10847,11101,0.0808,0.0235,0.0517,8629253.88,9326576.01,9544972.83
MED0847,Torrent-CAR-181,Torrent Pharma,Allopathy,Syrup,Cardiac,15,1064.58,Yes,Cetirizine,Sulphate,Rajasthan,North,Semi-Urban,13-30 (Young Adult),Female,RX (Prescription),Pharmacy Store,No,1.53,3.5,1.43,25785,29031,30076,0.1259,0.036,0.08,27450195.3,30905821.98,32018308.08
MED0848,Lupin-VIT-407,Lupin,Allopathy,Injection,Vitamins,100,1870.19,Yes,Paracetamol,None,Rajasthan,North,Urban,0-12 (Child),Female,RX (Prescription),Pharmacy Store,No,1.3,4.6,1.33,8578,9308,9634,0.0852,0.0351,0.0598,16042489.82,17407728.52,18017410.46
MED0849,Mankind-ANT-484,Mankind Pharma,Allopathy,Syrup,Anti-infective,10,1020.29,No,Azithromycin,Hydrochloride,Punjab,North,Semi-Urban,51+ (Senior),Male,RX (Prescription),Pharmacy Store,No,4.9,3.2,0.5,29342,32351,34682,0.1026,0.0721,0.0872,29937349.18,33007401.79,35385697.78
MED0850,Lupin-ANT-958,Lupin,Allopathy,Tablet,Anti-diabetic,60,1884.53,Yes,Omeprazole,Zinc,Telangana,South,Urban,51+ (Senior),Male,RX (Prescription),Pharmacy Store,Yes,3.55,3.4,2.36,11098,11818,12564,0.065,0.0632,0.064,20914513.94,22271375.54,23677234.92
MED0851,Abbott-ANT-407,Abbott India,Homeopathy,Tablet,Anti-infective,30,1660.37,No,Paracetamol,Zinc,Tamil Nadu,South,Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,4.48,3.1,0.41,24246,27002,28444,0.1137,0.0534,0.0831,40257331.02,44833310.74,47227564.28
MED0852,Mankind-GAS-156,Mankind Pharma,Allopathy,Injection,Gastrointestinal,60,1058.34,Yes,Atorvastatin,Hydrochloride,Tamil Nadu,South,Urban,13-30 (Young Adult),Male,RX (Prescription),Pharmacy Store,Yes,3.05,3.1,2.55,11661,12424,13376,0.0655,0.0767,0.071,12341302.74,13148816.16,14156355.84
MED0853,Zydus-ANT-812,Zydus Lifesciences,Homeopathy,Inhaler,Anti-diabetic,10,188.75,Yes,Paracetamol,Sulphate,West Bengal,East,Urban,13-30 (Young Adult),Male,RX (Prescription),Online,No,0.36,4.4,1.17,13938,15706,16084,0.1269,0.0241,0.0742,2630797.5,2964507.5,3035855.0
MED0854,Glenmark-ANT-870,Glenmark,Ayurveda,Capsule,Anti-diabetic,20,689.11,Yes,Metformin,Vitamin D3,West Bengal,East,Urban,0-12 (Child),Male,RX (Prescription),Online,No,0.29,3.6,1.84,27713,28749,31232,0.0374,0.0864,0.0616,19097305.43,19811223.39,21522283.52
MED0855,Biocon-GAS-403,Biocon,Allopathy,Capsule,Gastrointestinal,100,1344.33,No,Omeprazole,Calcium,Maharashtra,West,Rural,31-50 (Middle Age),Female,RX (Prescription),Online,No,1.07,4.8,1.35,19509,21776,23436,0.1162,0.0763,0.096,26226533.97,29274130.08,31505717.88
MED0856,Torrent-ANT-273,Torrent Pharma,Allopathy,Tablet,Anti-diabetic,30,612.34,Yes,Amoxicillin,Zinc,West Bengal,East,Urban,51+ (Senior),Female,RX (Prescription),Pharmacy Store,No,2.95,3.3,2.21,25141,27169,30835,0.0807,0.135,0.1075,15394839.94,16636665.46,18881503.9
MED0857,Alkem-CAR-309,Alkem Labs,Allopathy,Inhaler,Cardiac,15,1594.89,Yes,Insulin,Zinc,Rajasthan,North,Semi-Urban,31-50 (Middle Age),Male,OTC (Over the Counter),Hospital,No,4.07,4.5,1.26,24549,26519,28543,0.0803,0.0763,0.0783,39152954.61,42294887.91,45522945.27
MED0858,Lupin-GAS-158,Lupin,Allopathy,Injection,Gastrointestinal,10,1131.18,No,Insulin,Calcium,Maharashtra,West,Urban,31-50 (Middle Age),Female,OTC (Over the Counter),Pharmacy Store,No,4.71,3.4,0.29,22794,24261,27120,0.0644,0.1178,0.0908,25784116.92,27443557.98,30677601.6
MED0859,Cipla-CAR-726,Cipla,Homeopathy,Injection,Cardiac,15,702.0,Yes,Metformin,Clavulanic Acid,Gujarat,West,Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,0.95,4.3,2.86,27167,29327,32309,0.0795,0.1017,0.0905,19071234.0,20587554.0,22680918.0
MED0860,Cipla-VIT-903,Cipla,Allopathy,Tablet,Vitamins,10,425.92,Yes,Omeprazole,Clavulanic Acid,Punjab,North,Urban,0-12 (Child),Male,OTC (Over the Counter),Pharmacy Store,Yes,0.4,4.3,2.81,25463,27898,29375,0.0957,0.053,0.0741,10845200.96,11882316.16,12511400.0
MED0861,Aurobindo-CAR-695,Aurobindo Pharma,Allopathy,Ointment,Cardiac,15,1789.09,Yes,Azithromycin,Magnesium,Karnataka,South,Rural,13-30 (Young Adult),Female,RX (Prescription),Hospital,No,4.99,3.2,0.05,19032,20201,21819,0.0615,0.0801,0.0707,34049960.88,36141407.09,39036154.71
MED0862,Dr.-VIT-763,Dr. Reddy's,Homeopathy,Syrup,Vitamins,10,932.06,No,Amoxicillin,None,West Bengal,East,Rural,0-12 (Child),Male,RX (Prescription),Pharmacy Store,No,3.57,3.2,2.47,11356,12498,13877,0.1006,0.1103,0.1054,10584473.36,11648885.88,12934196.62
MED0863,Dr.-VIT-502,Dr. Reddy's,Allopathy,Ointment,Vitamins,30,1826.71,Yes,Levocetirizine,Hydrochloride,Gujarat,West,Urban,51+ (Senior),Male,RX (Prescription),Online,No,3.56,4.0,1.28,9439,10532,10989,0.1158,0.0435,0.079,17242315.69,19238909.72,20073716.19
MED0864,Alkem-GAS-736,Alkem Labs,Allopathy,Syrup,Gastrointestinal,15,1674.63,No,Atorvastatin,Sulphate,Gujarat,West,Urban,31-50 (Middle Age),Male,RX (Prescription),Hospital,No,3.91,3.1,1.24,11345,12806,14212,0.1289,0.1098,0.1192,18998677.35,21445311.78,23799841.56
MED0865,Glenmark-CAR-476,Glenmark,Allopathy,Syrup,Cardiac,100,1657.48,Yes,Aspirin,Zinc,Kerala,South,Urban,31-50 (Middle Age),Male,RX (Prescription),Online,No,2.67,3.5,0.97,15743,17129,18167,0.0881,0.0606,0.0742,26093707.64,28390974.92,30111439.16
MED0866,Aurobindo-ANT-624,Aurobindo Pharma,Allopathy,Injection,Anti-infective,15,1156.07,Yes,Paracetamol,Calcium,Karnataka,South,Urban,31-50 (Middle Age),Female,RX (Prescription),Pharmacy Store,No,2.18,3.7,0.53,28441,31770,35425,0.1171,0.1151,0.116,32879786.87,36728343.9,40953779.75
MED0867,Aurobindo-ANT-165,Aurobindo Pharma,Allopathy,Inhaler,Anti-infective,10,566.18,No,Cetirizine,Zinc,West Bengal,East,Rural,31-50 (Middle Age),Female,RX (Prescription),Pharmacy Store,No,3.85,5.0,2.81,26703,28602,29194,0.0711,0.0207,0.0456,15118704.54,16193880.36,16529058.92
MED0868,Alkem-CAR-775,Alkem Labs,Allopathy,Syrup,Cardiac,30,529.3,No,Azithromycin,Vitamin D3,Uttar Pradesh,North,Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,3.19,4.9,2.67,11100,11376,12705,0.0249,0.1169,0.0699,5875230.0,6021316.8,6724756.5
MED0869,Divis-CAR-463,Divis Labs,Allopathy,Tablet,Cardiac,60,523.78,No,Paracetamol,Hydrochloride,Tamil Nadu,South,Semi-Urban,51+ (Senior),Male,OTC (Over the Counter),Online,No,1.08,4.2,2.28,25493,27723,29140,0.0875,0.0511,0.0691,13352723.54,14520752.94,15262949.2
MED0870,Zydus-ANT-185,Zydus Lifesciences,Allopathy,Capsule,Anti-diabetic,60,267.2,Yes,Atorvastatin,Magnesium,Maharashtra,West,Urban,31-50 (Middle Age),Female,RX (Prescription),Pharmacy Store,No,3.96,4.1,0.48,20767,21462,22613,0.0335,0.0537,0.0435,5548942.4,5734646.4,6042193.6
MED0871,Glenmark-CAR-843,Glenmark,Allopathy,Capsule,Cardiac,20,666.52,Yes,Atorvastatin,Calcium,Maharashtra,West,Semi-Urban,51+ (Senior),Male,RX (Prescription),Pharmacy Store,No,2.27,3.5,2.16,21333,24523,25185,0.1496,0.027,0.0865,14218871.16,16345069.96,16786306.2
MED0872,Divis-ANT-824,Divis Labs,Homeopathy,Syrup,Anti-diabetic,10,83.33,No,Atorvastatin,Vitamin D3,Karnataka,South,Rural,0-12 (Child),Female,RX (Prescription),Hospital,No,4.83,4.1,0.8,15766,17786,18740,0.1281,0.0536,0.0902,1313780.78,1482107.38,1561604.2
MED0873,Aurobindo-CNS-217,Aurobindo Pharma,Allopathy,Inhaler,CNS,30,1815.89,No,Azithromycin,Zinc,Karnataka,South,Urban,31-50 (Middle Age),Female,RX (Prescription),Pharmacy Store,No,3.06,4.0,2.86,24487,26145,29475,0.0677,0.1274,0.0971,44465698.43,47476444.05,53523357.75
MED0874,Mankind-CAR-179,Mankind Pharma,Allopathy,Capsule,Cardiac,15,385.27,Yes,Insulin,Sulphate,Kerala,South,Semi-Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,Yes,3.05,3.6,0.05,11006,11790,13087,0.0713,0.11,0.0904,4240281.62,4542333.3,5042028.49
MED0875,Zydus-GAS-133,Zydus Lifesciences,Allopathy,Inhaler,Gastrointestinal,20,890.8,Yes,Amoxicillin,Folic Acid,Rajasthan,North,Semi-Urban,0-12 (Child),Male,RX (Prescription),Pharmacy Store,No,0.73,3.1,0.09,29574,32407,35884,0.0958,0.1073,0.1015,26344519.2,28868155.6,31965467.2
MED0876,Dr.-ANT-403,Dr. Reddy's,Homeopathy,Ointment,Anti-diabetic,10,1927.04,No,Atorvastatin,Sulphate,Telangana,South,Rural,0-12 (Child),Female,RX (Prescription),Pharmacy Store,Yes,1.79,3.6,2.16,17427,19810,20249,0.1368,0.0222,0.0779,33582526.08,38174662.4,39020632.96
MED0877,Biocon-RES-334,Biocon,Allopathy,Ointment,Respiratory,15,1827.43,Yes,Paracetamol,Sulphate,Telangana,South,Rural,31-50 (Middle Age),Male,OTC (Over the Counter),Pharmacy Store,No,2.15,4.6,2.12,5868,6367,6637,0.0852,0.0426,0.0635,10723359.24,11635246.81,12128652.91
MED0878,Sun-DER-299,Sun Pharma,Allopathy,Syrup,Dermatology,60,663.55,Yes,Metformin,Caffeine,Telangana,South,Urban,0-12 (Child),Female,RX (Prescription),Hospital,Yes,3.72,3.5,2.5,7171,7400,8423,0.032,0.1383,0.0838,4758317.05,4910270.0,5589081.65
MED0879,Aurobindo-GAS-797,Aurobindo Pharma,Allopathy,Capsule,Gastrointestinal,30,1894.81,Yes,Insulin,Zinc,Maharashtra,West,Urban,31-50 (Middle Age),Female,RX (Prescription),Online,No,3.46,3.5,1.35,13497,13938,15759,0.0327,0.1307,0.0806,25574250.57,26409861.78,29860310.79
MED0880,Lupin-GAS-573,Lupin,Allopathy,Syrup,Gastrointestinal,20,745.25,No,Amoxicillin,Folic Acid,West Bengal,East,Urban,31-50 (Middle Age),Female,OTC (Over the Counter),Pharmacy Store,No,3.94,3.5,0.96,6785,7210,8175,0.0627,0.1339,0.0977,5056521.25,5373252.5,6092418.75
MED0881,Alkem-CAR-499,Alkem Labs,Allopathy,Capsule,Cardiac,15,943.94,Yes,Paracetamol,Magnesium,Telangana,South,Urban,13-30 (Young Adult),Female,OTC (Over the Counter),Pharmacy Store,No,4.91,3.8,1.46,20610,21405,23078,0.0386,0.0782,0.0582,19454603.4,20205035.7,21784247.32
MED0882,Aurobindo-ANT-617,Aurobindo Pharma,Allopathy,Injection,Anti-infective,10,231.92,No,Paracetamol,Zinc,Telangana,South,Urban,13-30 (Young Adult),Female,OTC (Over the Counter),Hospital,No,2.77,4.9,0.6,19067,21791,23769,0.1429,0.0908,0.1165,4422018.64,5053768.72,5512506.48
MED0883,Alkem-ANT-385,Alkem Labs,Ayurveda,Syrup,Anti-infective,20,1586.88,No,Insulin,Caffeine,Karnataka,South,Urban,51+ (Senior),Female,RX (Prescription),Pharmacy Store,No,1.16,4.3,0.34,14537,16599,18966,0.1419,0.1426,0.1422,23068474.56,26340621.12,30096766.08
MED0884,Sun-ANT-393,Sun Pharma,Allopathy,Syrup,Anti-diabetic,10,1697.69,Yes,Omeprazole,Magnesium,Punjab,North,Urban,13-30 (Young Adult),Female,RX (Prescription),Pharmacy Store,Yes,4.3,3.3,0.31,12162,13121,13771,0.0789,0.0496,0.0641,20647305.78,22275390.49,23378888.99
MED0885,Glenmark-ANT-880,Glenmark,Allopathy,Tablet,Anti-diabetic,100,1383.74,Yes,Amoxicillin,Sulphate,Uttar Pradesh,North,Rural,0-12 (Child),Female,RX (Prescription),Hospital,No,2.74,3.5,1.09,13076,13969,15946,0.0684,0.1416,0.1043,18093784.24,19329464.06,22065118.04
MED0886,Glenmark-CAR-229,Glenmark,Allopathy,Tablet,Cardiac,15,1270.77,No,Levocetirizine,Clavulanic Acid,Maharashtra,West,Urban,31-50 (Middle Age),Male,RX (Prescription),Hospital,No,2.69,4.8,2.96,28508,29201,32715,0.0243,0.1204,0.0712,36227111.16,37107754.77,41573240.55
MED0887,Dr.-CAR-874,Dr. Reddy's,Allopathy,Injection,Cardiac,20,1475.4,Yes,Paracetamol,Folic Acid,Punjab,North,Semi-Urban,13-30 (Young Adult),Female,RX (Prescription),Pharmacy Store,No,3.02,3.1,1.29,15693,16578,16991,0.0564,0.0249,0.0405,23153452.2,24459181.2,25068521.4
MED0888,Lupin-DER-918,Lupin,Allopathy,Capsule,Dermatology,20,1153.9,No,Paracetamol,Hydrochloride,Rajasthan,North,Urban,31-50 (Middle Age),Male,OTC (Over the Counter),Hospital,Yes,0.89,4.5,1.72,27689,29176,33185,0.0537,0.1374,0.0948,31950337.1,33666186.4,38292171.5
MED0889,Dr.-RES-663,Dr. Reddy's,Allopathy,Ointment,Respiratory,30,623.45,Yes,Aspirin,Calcium,Karnataka,South,Semi-Urban,13-30 (Young Adult),Male,OTC (Over the Counter),Hospital,No,3.87,4.6,2.17,28128,30902,34615,0.0986,0.1202,0.1093,17536401.6,19265851.9,21580721.75
MED0890,Abbott-RES-771,Abbott India,Homeopathy,Injection,Respiratory,15,689.79,Yes,Omeprazole,None,Gujarat,West,Semi-Urban,0-12 (Child),Female,RX (Prescription),Pharmacy Store,No,3.97,4.2,2.27,14003,14996,17073,0.071,0.1385,0.1042,9659129.37,10344090.84,11776784.67
MED0891,Biocon-ANT-140,Biocon,Allopathy,Tablet,Anti-diabetic,20,1060.89,No,Paracetamol,Calcium,Gujarat,West,Urban,31-50 (Middle Age),Male,RX (Prescription),Hospital,Yes,2.16,4.5,0.98,28907,32669,33598,0.1302,0.0285,0.0781,30667147.23,34658215.41,35643782.22
MED0892,Zydus-GAS-196,Zydus Lifesciences,Allopathy,Tablet,Gastrointestinal,30,1897.62,Yes,Metformin,Calcium,Kerala,South,Urban,31-50 (Middle Age),Female,RX (Prescription),Online,No,3.38,3.4,1.87,7568,8119,8603,0.0729,0.0597,0.0662,14361188.16,15406776.78,16325224.86
